Job Nature,Position Level,Job Category,Qualification,Salary,Company,Title,Description
"Contract, Temporary","Entry Level, Experienced","

Clerical/Admin, 
    
Data Entry

","'A' Levels, Diploma, Bachelor's / Honours","

        1,800 SGD - 2,500 SGD / Month
      
      
",Recruit Express Pte Ltd,Contract Admin Officer/Executive ($1800 to $2500) (Ref: JJP),[]
Contract,"Entry Level, Student Job","

Accounting, 
    
Credit & Loan

","'A' Levels, Diploma, Bachelor's / Honours",0.0,Recruit Express Pte Ltd,*IMMEDIATE* Temp Finance (6 months contract - $2000),[]
Contract,"Entry Level, Experienced","

IT-Hardware, 
    
IT-Administration, 
    
Business Development, 
    
IT-Management

","Diploma, Bachelor's / Honours",0.0,Williams-Sonoma Singapore Pte Ltd,Data Analyst ( 1 Year contract ),"['JOB PURPOSE:', 'We are looking for a Data Analyst who is passionate about collecting and making data useful for our business associates. The successful candidate will turn raw data into meaningful and insightful information and empower our business users to make good business decisions.\n\n', '', 'KEY RESPONSIBILITIES:', '', 'JOB HOLDER’S COMPETENCIES & EXPERIENCE:']"
0.0,0.0,"

IT-Hardware, 
    
IT-Administration, 
    
Brand/Product Management, 
    
IT-Management, 
    
IT-Software/Development

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,"Analyst, Business Intelligence","['Contribute to the Revenue Optimization department in its goal to maximize revenues by performing the following:', 'JOB REQUIREMENTS']"
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,United Overseas Bank Ltd (UOB),"First Vice President / Senior Vice President, Big Data Delivery Lead",[]
0.0,0.0,"

Consumer Services, 
    
Customer Service, 
    
Hotels/Integrated Resorts

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,Executive Host,['Requriements:']
"Contract, Temporary","Entry Level, Student Job","

Call Centre, 
    
Customer Service

","'N' Levels / 'O' Levels, 'A' Levels, Diploma","

        7.00 SGD - 9.00 SGD / Hour
      
      
",Recruit Express Pte Ltd,Temp Backend customer service assistant **3 - 6 months**,"['Description:', 'Interested and qualified candidates, please email your resume to\xa0\n[Click Here to Email Your Resume]\n\n', 'Denyse Nicole Tan Shuqin\nPersonnel EA License No.: R1333503\nRecruit Express Pte Ltd (EA Licence No.: 99C4599)']"
Permanent,"Entry Level, Experienced","

Compensation & Benefits, 
    
Generalist, 
    
Training/Development

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, Diploma",0.0,MDR Limited,HR ASSISTANT,"['Job Responsibilities: ', 'Requirements: ', 'Work location: Ubi Crescent (near Macpherson / Eunos)', 'Qualified candidates, please email us your resume, stating current and expected salaries, contact numbers and date of availability to: [Click Here to Email Your Resume]']"
"Contract, Temporary","Entry Level, Student Job","

Medical/Life Science, 
    
Pharmaceutical

","'N' Levels / 'O' Levels, Diploma","

        1,500 SGD - 2,300 SGD / Year
      
      
",Recruit Express Pte Ltd,"*Contract Pharmacy Assistant/ Technician/ Pharmacist (MNC, No training provided)","['Responsibilities: ', '\n• Handle call enquires for the doctors/ nurses and healthcare professionals\n• Provide information and excellent customer service with regards to the healthcare industry\n• Help doctors to take down notes and emails and do liason\n• Data entry of particulars and update of database system', '', '\nRequirements: ', ""\n• Min GCE 'A' Levels\n• Office hours, 5 days job\n• No experience needed! All training provided\n• Required to start work immediately"", '', '\nFor interested applicants, please write in to\xa0[Click Here to Email Your Resume] (Attn: Call Centre- Vivian)\n\n', '', 'Leon Leong De Cong\nR1551708', 'Recruit Express (Healthcare & Lifesciences Division)\nEA License: 99C4599']"
Temporary,"Entry Level, Experienced","

Brand/Product Management, 
    
General Marketing

",Diploma,0.0,Orchard Turn Developments Pte Ltd,Temporary Marcoms Executive (27 August 2018 to 2 January 2019),"['Responsibilities: ', '\nRequirements: ']"
"Permanent, Contract","Entry Level, Student Job","

IT-Hardware, 
    
IT-Management

","Diploma, Bachelor's / Honours",0.0,Recruit Express Pte Ltd,Engineering Assistant x2 (1 Year Contract Renewable!) (No Experience Required!) ($1800 - $2500),[]
Permanent,Entry Level,"

Clerical/Admin, 
    
Office Operations

",'N' Levels / 'O' Levels,0.0,Mova Automotive Pte Ltd,Administration Clerks,"['', 'Responsibilities:', '', '\nRequirements:', '', '\nInterested applicants please email resume to:\xa0[Click Here to Email Your Resume]']"
Contract,Entry Level,"

Clerical/Admin

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels","

        1,300 SGD - 1,500 SGD / Month
      
      
",Seacare Manpower Services Pte Ltd,Admin Support Staff for Ministries - Islandwide,[]
"Permanent, Contract","Entry Level, Experienced","

IT-Hardware, 
    
IT-Software/Development, 
    
Product Development/Management, 
    
Research & Development (R&D)

","ITE/ NITEC/ Higher NITEC, Diploma, Bachelor's / Honours","

        3,000 SGD - 4,800 SGD / Month
      
      
",Anewtech Systems Pte Ltd,Software Development Engineer,"['Primary Job Scope\nInvolve in the entire software development cycle\xa0', 'Study the need of the project and plan for the entire software development cycle', 'Design, Develop and testing of the application.', 'Involve in the full development process', 'Work in a team or individually to develop new application\nCandidate with experience in development of application for shop floor information systems, process control and automation and SCADA application will be highly considered\nApplication in Automation and Robotics, real time location\nExperience with sensors, industrial control and mobile devices. \xa0\n', 'Gather business requirement from product development team, sales team and customers', 'Involve in the design, development of new solution ', 'Develop prototype and sample application for trade show and exhibition', ""Maintain application and ensure that it's stability"", 'Work with API from open source or third parties and web services', 'Develop database management systems and cloud services', 'Experience and Requirements ', '\xa0', 'Degree, Diploma in software programming,\xa0computer information systems or system design,,', 'Minimum 3 years experience in shop floor or inventory systems software development\n', 'For software development engineers knowledge in Visual Studio development platform', 'Able to write in VB.net or C++', '', 'Experience and knowledge in Android/ IOS programming will have added advantage\xa0', 'Strong design and development skill in Java (Android)\xa0 or swift and Object C (IOS)', 'Ability to develop and integrate open source and 3rd party API and web services', 'Familiar with database application and cloud services', 'Efficient and motivated in development of new product and solution', 'Strong drive and motivation in creating and developing new application', '']"
Permanent,"Entry Level, Experienced","

Brand/Product Management, 
    
Events Management, 
    
Multimedia/Web

",Bachelor's / Honours,0.0,Thame's Human Resources Pte Ltd,Customer Marketing Executive,"['Customer Marketing Executive\n\nObjective\n\n', '\nJob scopes include', '', '', '\nRequirements', 'Selected candidate will be awarded with a competitive compensation package and a rewarding career. Please click ""Apply"" to submit your application with your full cv (to include your photo is available) and include your current/last drawn salary, expected salary, your availability/notice period, and motivation factors for your next career move.', '', '\nFor any enquiries, please write to laypeng(a)thameshr.com (Reg. no. R1217654)', '', '\nWe thank you for your interest in this application and regret that only short-listed candidates are notified.', '']"
Internship,Experienced,"

General Worker, 
    
Generalist

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Keysight Technologies,Intern Tech I,"['', 'Job Description', '', 'At Keysight, we help companies address their toughest challenges with precision and confidence on electronic measurement. We recently setup an Open Measurement Research Center (OMRC) to offer customer and student the opportunity to understand and hand on experience with various Keysight product.', '', 'We need an innovative web based database to record all OMRC asset which can provide live time updated information for all users regarding the status of each equipment. Besides that, the system will be used to record the loan and return transaction of each equipment, due date of calibration and service, and others. This system will be beneficial to all Keysight employee to plan and reserve their required equipment for demonstration or debug purpose.', 'Working projects on website and web application design development and maintenance. Designing, Prototyping, Testing and Documenting web application based on system specifications and requirements. Delivering results/milestones on time with high level of quality and customer satisfaction', '', '', '', 'Job Qualifications', '', '', '', '', 'Job Function', '*Internships', '', '___________________________________________________________________________________', 'Privacy Statement\xa0', '***Keysight is an Equal Opportunity Employer.***', '\nKeysight Technologies Inc. is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other protected categories under all applicable laws.', 'Candidates can be considered to work from the following locations:', 'APAC : Singapore : Singapore : Singapore', 'Job ID :\xa029885\xa0']"
Permanent,Experienced,"

Consumer Banking

","Diploma, Bachelor's / Honours","

        3,000 SGD - 4,000 SGD / Year
      
      
",Infinite Computer Solutions Pte. Ltd.,Software Tester,"['2+ Years of Experience in identifying test scenarios ,test case preparation ,test data preparation and document traceability matrix to ensure sufficient coverage', 'Writing automated test suites/test scripts using Selenium Webdriver (Java)', 'Able to Execute Manual and Automated testcases to support QA activities throughout the software life-cycle', 'Experience on Defect Reporting and verifying fixes', 'Perform smoke test, regression test, functional & non-functional testing', 'Knowledge on back-end database testing using SQL and MongoDB and web services testing will be an added advantage\n\nEducation :\xa0\n\nDiploma / Degree in Information /Computer Science.\n\nEA License No. - 14C6941 \n', '']"
Contract,"Entry Level, Student Job","

Clerical/Admin

",Diploma,"

        1,500 SGD - 2,000 SGD / Month
      
      
",Recruit Express Pte Ltd,Contract admin assistant (Central) *$1700,[]
Permanent,"Entry Level, Experienced","

Clerical/Admin, 
    
Customer Service, 
    
Data Entry, 
    
Early Childhood

","'N' Levels / 'O' Levels, 'A' Levels, Diploma",0.0,Self Help Groups Student Care Limited,CENTRE ADMINISTRATOR (School-based Student Care Centre),"['Job Description ', '', 'Requirements ', ' ', '\nWorking hours: ', ' ', '\nLocation:\xa0In one of the student care centres based in a primary school']"
"Contract, Temporary","Entry Level, Student Job","

Clerical/Admin, 
    
Quality Control/Assurance

","Diploma, Bachelor's / Honours","

        1,700 SGD - 2,200 SGD / Year
      
      
",Recruit Express Pte Ltd,"(3 Months) Contract Lab Operations Officer (Up to $2,200 | WEST)",[]
